SITE_AKG_ID;DATABASE_NAME;SITE_SOURCE_ID;SITE_NAME;MAIN_CITY_NAME;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;CARAC_EXP;BIBLIOGRAPHY;COMMENTS
1295024;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_99401900;"Achern-Wagshurst, Wagshurst, Oberbrunnhurst""""";Achern;;4326;8.00774;48.618576;;Non;Non renseigné;Non renseigné;-2200:-26;-2200:-26;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : 4;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 20 m Toleranz # DAT_GROB : -1 # DAT_FEIN : Metallzeiten # TYP_GROB : bauliche Anlagen, strukt. einheitl. Bereiche # TYP_FEIN : Siedlung # AUTRES :
1295026;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945683;Achern, Achern;Achern;;4326;8.071355;48.620857;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/065-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295027;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96956986;Achern, Achern;Achern;;4326;8.084406;48.625607;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;;;;Non;-- # AKTENZEICHEN : L7314/065-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : benutzerdefiniert # TYP_FEIN : Ort, Stadtbild (Luftbild) # AUTRES :
1295031;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994295;Achern, Fautenbach;Achern;;4326;8.030331;48.626175;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/021-04;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295032;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96946150;Achern, Fautenbach;Achern;;4326;8.031197;48.62237;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/021-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 50 m Toleranz # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295033;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994288;Achern, Fautenbach;Achern;;4326;8.027755;48.633842;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/018-05;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295034;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945901;Achern, Fautenbach;Achern;;4326;8.031982;48.629166;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/018-04;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295035;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945900;Achern, Fautenbach;Achern;;4326;8.030302;48.63401;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/018-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295036;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945898;Achern, Fautenbach;Achern;;4326;8.027972;48.629242;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/018-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 50 m Toleranz # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295037;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994308;Achern, Gamshurst;Achern;;4326;8.008712;48.661213;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Structure agraire;;;;Non;-- # AKTENZEICHEN : L7314/012-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Agrar allg. # TYP_FEIN : Altacker # AUTRES :
1295038;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994294;Achern, Gamshurst;Achern;;4326;8.015598;48.628593;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/019-04;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295039;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945891;Achern, Gamshurst;Achern;;4326;8.019709;48.644012;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/010-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 50 m Toleranz # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295040;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945903;Achern, Gamshurst;Achern;;4326;8.012832;48.630287;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Production;Charbon;;;;Non;-- # AKTENZEICHEN : L7314/019-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Handwerk, Industrie allg. # TYP_FEIN : Meiler # AUTRES :
1295041;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96960920;Achern, Gamshurst;Achern;;4326;8.008522;48.667454;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Production;Charbon;;;;Non;-- # AKTENZEICHEN : L7314/012-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Handwerk, Industrie allg. # TYP_FEIN : Meiler # AUTRES :
1295042;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945892;Achern, Gamshurst;Achern;;4326;8.015157;48.632797;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Production;Charbon;;;;Non;-- # AKTENZEICHEN : L7314/010-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Handwerk, Industrie allg. # TYP_FEIN : Meiler # AUTRES :
1295044;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994290;Achern, Großweier;Achern;;4326;8.050026;48.66632;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/040-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295045;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994289;Achern, Großweier;Achern;;4326;8.05642;48.672882;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/040-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295046;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945682;Achern, Großweier;Achern;;4326;8.057128;48.6586;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Formation superficielle;;;;Non;-- # AKTENZEICHEN : L7314/064-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Grundriss (Luftbild) # TYP_FEIN : Markierung, geologisch # AUTRES :
1295047;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96946169;Achern, Großweier;Achern;;4326;8.036482;48.652203;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Formation superficielle;;;;Non;-- # AKTENZEICHEN : L7314/044-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Grundriss (Luftbild) # TYP_FEIN : Markierung, geologisch # AUTRES :
1295048;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994292;Achern, Großweier;Achern;;4326;8.052949;48.650543;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7314/074-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295049;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994291;Achern, Großweier;Achern;;4326;8.05217;48.663155;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7314/064-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295050;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_97018485;Achern, Großweier;Achern;;4326;8.055762;48.668144;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7314/040-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295051;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994322;Achern, Mösbach;Achern;;4326;7.9835877;48.639465;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Production;Charbon;;;;Non;-- # AKTENZEICHEN : L7312/026-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Handwerk, Industrie allg. # TYP_FEIN : Meiler # AUTRES :
1295052;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945905;Achern, Önsbach;Achern;;4326;8.023812;48.61421;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Enceinte;Fossé;;;Non;-- # AKTENZEICHEN : L7314/020-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 50 m Toleranz # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Siedlung allg. # TYP_FEIN : Graben # AUTRES :
1295053;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994293;Achern, Önsbach;Achern;;4326;8.017985;48.631783;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7314/010-04;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295054;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96945893;Achern, Önsbach;Achern;;4326;8.012176;48.61489;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Production;Charbon;;;;Non;-- # AKTENZEICHEN : L7314/011-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 50 m Toleranz # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Handwerk, Industrie allg. # TYP_FEIN : Meiler # AUTRES :
1295056;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994327;Achern, Wagshurst;Achern;;4326;7.9833994;48.633987;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Production;Charbon;;;;Non;-- # AKTENZEICHEN : L7312/010-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Handwerk, Industrie allg. # TYP_FEIN : Meiler # AUTRES :
1295057;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994613;Achern, Wagshurst;Achern;;4326;8.012593;48.60427;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7314/011-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 50 m Toleranz # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295058;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_99401596;"Achern, Wagshurst, Oberbrunnhurst""""";Achern;;4326;8.004323;48.618122;;Non;Non renseigné;Non renseigné;-2200:-26;-2200:-26;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : 6;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit 20 m Toleranz # DAT_GROB : -1 # DAT_FEIN : Metallzeiten # TYP_GROB : bauliche Anlagen, strukt. einheitl. Bereiche # TYP_FEIN : Siedlung # AUTRES :
1295060;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994350;Appenweier, Appenweier;Appenweier;;4326;7.9957466;48.529285;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Indéterminé;Fossé;;;Non;-- # AKTENZEICHEN : L7512/055-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Befestigung allg. # TYP_FEIN : Grabenanlage # AUTRES :
1295061;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994345;Appenweier, Appenweier;Appenweier;;4326;7.9925704;48.536507;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Indéterminé;Fossé;;;Non;-- # AKTENZEICHEN : L7512/047-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Befestigung allg. # TYP_FEIN : Grabenanlage # AUTRES :
1295062;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994348;Appenweier, Appenweier;Appenweier;;4326;7.9915767;48.544952;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7512/109-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295063;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994352;Appenweier, Appenweier;Appenweier;;4326;7.9867415;48.52393;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7512/055-04;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295064;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994351;Appenweier, Appenweier;Appenweier;;4326;7.9914136;48.524185;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7512/055-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295065;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96949983;Appenweier, Appenweier;Appenweier;;4326;7.988962;48.527637;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7512/055-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295066;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96949982;Appenweier, Appenweier;Appenweier;;4326;7.9805803;48.527016;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7512/054-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295067;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96957732;Appenweier, Appenweier;Appenweier;;4326;7.98369;48.546856;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Habitat;Groupé;;;Non;-- # AKTENZEICHEN : L7512/029-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Siedlung allg. # AUTRES :
1295068;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994349;Appenweier, Appenweier;Appenweier;;4326;7.995963;48.54231;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Circulation;Voie;;;Non;-- # AKTENZEICHEN : L7512/109-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Verkehr allg. # TYP_FEIN : Weg # AUTRES :
1295069;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96994354;Appenweier, Appenweier;Appenweier;;4326;7.97431;48.523773;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Circulation;Voie;;;Non;-- # AKTENZEICHEN : L7512/054-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Verkehr allg. # TYP_FEIN : Weg # AUTRES :
1295071;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96984056;Appenweier, Urloffen;Appenweier;;4326;7.9971356;48.57069;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Structure agraire;;;;Non;-- # AKTENZEICHEN : L7512/091-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : -1 # TYP_FEIN : Agrar allg. # AUTRES :
1295072;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96957726;Appenweier, Urloffen;Appenweier;;4326;7.9566894;48.581432;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Structure agraire;;;;Non;-- # AKTENZEICHEN : L7512/019-04;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Agrar allg. # TYP_FEIN : Altacker # AUTRES :
1295073;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_97018523;Appenweier, Urloffen;Appenweier;;4326;7.955512;48.576756;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Enceinte;Fossé;;;Non;-- # AKTENZEICHEN : L7512/005-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Siedlung allg. # TYP_FEIN : Graben # AUTRES :
1295074;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96999157;Appenweier, Urloffen;Appenweier;;4326;7.954285;48.577106;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Enceinte;Fossé;;;Non;-- # AKTENZEICHEN : L7512/005-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Siedlung allg. # TYP_FEIN : Graben # AUTRES :
1295075;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96956426;Appenweier, Urloffen;Appenweier;;4326;7.9569755;48.586636;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7512/019-05;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295076;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_97018525;Appenweier, Urloffen;Appenweier;;4326;7.959772;48.583782;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7512/019-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295077;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96999191;Appenweier, Urloffen;Appenweier;;4326;7.9568887;48.58428;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7512/019-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295078;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96985653;Appenweier, Urloffen;Appenweier;;4326;7.961034;48.586376;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7512/008-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295079;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_97018524;Appenweier, Urloffen;Appenweier;;4326;7.9519863;48.57489;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Immobilier;Funéraire;Non renseigné;Monument funéraire;;Non;-- # AKTENZEICHEN : L7512/005-03;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Bestattung allg. # TYP_FEIN : Grabhügel # AUTRES :
1295080;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96950003;Appenweier, Urloffen;Appenweier;;4326;7.983229;48.56579;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Formation superficielle;;;;Non;-- # AKTENZEICHEN : L7512/071-02;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Grundriss (Luftbild) # TYP_FEIN : Markierung, geologisch # AUTRES :
1295081;Extrait de l'inventaire archéologique Nordbaden- ADAB-2011;BW_96950002;Appenweier, Urloffen;Appenweier;;4326;7.976234;48.57269;;Oui;Non renseigné;Non renseigné;Indéterminé;Indéterminé;Paysage;Formation superficielle;;;;Non;-- # AKTENZEICHEN : L7512/071-01;LISTENTEXT :  # BEGRUENDUNG : -- #GENAUIGK_T : mit Ungenauigkeit bis zu 200m # DAT_GROB : -1 # DAT_FEIN : unbestimmt # TYP_GROB : Grundriss (Luftbild) # TYP_FEIN : Markierung, geologisch # AUTRES :
