SITE_AKG_ID;DATABASE_NAME;SITE_SOURCE_ID;SITE_NAME;MAIN_CITY_NAME;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;CARAC_EXP;BIBLIOGRAPHY;COMMENTS
25831;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;12;Lange Burg;Langenenslingen;;4326;9.383333;48.15;680;Oui;Fouillé;Non renseigné;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Reickhoff 2001 : 412_ FBS NF 1952-1954, 41 / FBBaWü 2, 1975, 90_ KBdW : 418-420_ Biel 1987 : 291 + pl 108;2,2ha_ 1 tumulus sur le site avec 6 morts
25832;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;13;Schlossberg;Nagold;;4326;8.75;48.55;530;Oui;Fouillé;Multiple;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;Kl führer BdW n° 32, 1977 / Biel 87 : 302-307 + pl 123-130_ KBdW 432 + plan;LTA à développer, tombes LTA en bas
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Outils;Hache;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;2 Tüllenbeile
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Parure;Parure annulaire;Bracelet;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Céramique;Vaisselle;Autres;Import;Oui;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Parure;Fibule;;Non;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Verre;Parure;Perle;;Non;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Lithique;Outils;Mouture;;Non;Archimède 3, 2016, revue en ligne à paraître;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Autres;Scories;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;in der Siedlung auch
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Production;Métal;Forge;Fer;;Oui;Siehe Gassmann, Wieland 2006, Germania zur Eisenproduktion;mehrere Rennöfen in direkte Nähe
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Immobilier;Enceinte;;;;Non;Bittel 17,24,44/FBS NF 187,1,1967,61+/diss Jensen Marburg,1974, Reile 1959 Neuenbürg_ KBdW 437-440 -plan_ Biel 1987 : 307;clés, mine de fer proches&scories/enclume, marteau, soc, faucille
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Immobilier;Habitat;;;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Immobilier;Dépôt;Métal;;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;
25833;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;14;Schlossberg;Neuenbürg;;4326;8.75;49.1;400;Oui;Fouillé;Multiple;-500:-476;-350:-321;Mobilier;Métal;Outils;Faucille;;Non;Bernard (L.), Gentner (S.), Wieland (G.), Fortsetzung der Untersuchungen in der frühlatènezeitlichen Handwerkersiedlung am Neuenbürger Schlossberg, in : Archäologische Ausgrabungen in Baden-Württemberg, 2012.;
25834;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;15;Goldberg;Riesbürg-Goldburghausen;;4326;10.466666;48.85;515;Oui;Fouillé;Multiple;-725:-621;-500:-431;Immobilier;Enceinte;;;;Non;Arch Inf BDW 1995 : 66-79_ Rieckhoff 2001 : 452-454_ Bersu in Schumacher Festschrift 1936, 156+/Childe 1950, 224+plan, Ausgrabungen in D 1975, 98+/FssHhs66+_ KBdW 451_ H. Parzinger, Der Goldberg. Die Metallzeitliche Besiedlung. RGF 37, Mainz, 1998;acropole ?
25835;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;16;Singen;Singen;;4326;8.833333;47.766666;430;Oui;Fouillé;Non renseigné;-725:-621;-500:-431;Immobilier;Enceinte;;;;Non;Funk 1960, Bilder VFG Hegaus, 5/Dehn Ausgrabungen in D 1, 125+/FssHHs47+_ KBdW 467-470;grubenhaeuser fouillées, fosses, foyers, bronziers. Cl S. Hopert Fundspektrum eher für einen Fürstensitz
25836;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;17;Dreifaltigkeitsberg;Spaichingen;;4326;8.783334;48.083332;985;Oui;Fouillé;Multiple;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;Rieckhoff 2001 : 465-466_ Biel 1987, 317-323 + pl 133-145/Heine 1978, AV/ Ströbel in Tuttl. Heimatblatt. NF 19/21,1961,75-81_ KBdW : 473-476;fosses LTA = grubenhäuser / datation discutée
25837;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;18;Lemberg;Stuttgart-Feuerbach;;4326;9.066667;48.766666;0;Oui;Fouillé;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;FBS 16,1908,34+_ KBdW 479-480 plan;
25838;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;19;Grosse Heuneburg;Zwiefalten-Upflamör;;4326;9.45;48.216667;700;Oui;Sondé;Multiple;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Rieckhoff 2001 : 501-502_ OAB Riedlingen 1923, 225+_ KBdW 505 -507 plan_  Biel Höhensiedlungen 1987 330-333 + pl 148-155;faubourg ?_crâne: Biel 1987, 332 Reste ein menschliches Schädeldaches
25839;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;20;Magdalenenberg/Kapf;Villingen-Schwenningen;;4326;8.466666;48.083332;0;Oui;Non renseigné;Multiple;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Spindle, Der Magda. Führer zu Denkmälern 5, 1976 + Magda (Spindler aussi ) 1(1971) 2 (1977)_ Germania 42,1964 : 269+$$$$;
25840;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;21;Lochenstein;Balingen;;4326;8.833333;48.25;963;Oui;Fouillé;Multiple;-620:-531;-400:-261;Immobilier;Enceinte;;;;Non;Reickhoff 2001 : 356-357_ Biel 1987 _ 123 et 254 et sq + pl 43-96_ FBS 1924, 73-103, Biel 1988, 255+ bcp de céra, jattes surtt_ _ KBdW : 347-348;maison HaD et LT_clous, haches, couteaux
25841;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;22;Auf dem Eisbengel;Kornwestheim-Ludwigsburg;;4326;9.166667;48.85;298;Oui;Fouillé;Multiple;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;FBBDW 3, 1977, 173-203;plan p 175 = grubenhäuser et sols travaillés_basalte_
25842;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;23;Ried;Freiberg/Geisingen-Ludwigsburg;;4326;9.216666;48.95;0;Oui;Fouillé;Non renseigné;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;FBBDW 2, 1975, 18+ et pl. 38-40/ diss en cours en '78;comparable au n°22 et H'bg / sur le terr. Du Hohenasperg?
25843;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;24;Grosssachsenheim;Sachsenheim-Ludwigsburg;;4326;9.066667;48.966667;0;Oui;Non renseigné;Multiple;-460:-401;-400:-261;Immobilier;Enceinte;;;;Non;arch ausgr 1982 : 67-68_ AA 1981 : 147 et sq;2 grubenhäuser + reconstitution pp 67-68
25844;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;25;Viesenhäuser Hof;Stuttgart-Mühlhausen;;4326;9.733334;48.85;0;Oui;Sondé;Multiple;-725:-621;-400:-261;Immobilier;Enceinte;;;;Non;Arch Ausgr 1982 : 81-83 (Biel)_;sources_ 560 fosses pas de sols
25846;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;27;Eschle;Stetten;;4326;9.166667;48.416668;800;Oui;Fouillé;Multiple;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Arch Ausgr 1983 : 81_ Kraus 1955 (local);chenêts_
25847;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;28;Münsterberg;Breisach;;4326;7.5666666;48.066666;250;Oui;Fouillé;Multiple;-725:-621;-150:-26;Immobilier;Enceinte;;;;Oui;Rieckhoff-Biel 2001 : 307-309_ Bender-Pauli-Stork 1993_ Vix et les 1993 : 389-396_ arch ausgr BDW 1986 : 180-184_ 1984 : 86 et sq_ arch inf BDW 1, 1987_ Bad Fundber 16, 1940 : 102_ ArchNaBa 15, 1975 : 3-8_ 51-52, 1994 : 17-25 synthèse et carte_ 64, 2001;hab de plaine à Hochstetten pour le LTBC, avec Camp et A IT (kbdw 318)_meules_ émission de monnaies (balance et schroetlingsform)
25848;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;29;Am Öchslemühlebach;Langenau;;4326;7.7166667;47.65;470;Oui;Fouillé;Multiple;-725:-621;-500:-431;Immobilier;Enceinte;;;;Non;Arch Ausgr 1986 et 1987;four de métallurgiste=fin 3°début2d, aussi fibule LT C1
25849;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;30;Nonnenäcker;Stuttgart-Stammheim;;4326;9.166667;48.833332;324;Oui;Non renseigné;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;I. Stork,Arch Ausgr 1982,67+ et 1986 79+/O.Paret 1921 urgesch.Württ, 67,84,181,211,223;plan grubenhaus AP p81 (2x4m)_ _ grubenhäuser_ 2 hab orientés E/O p-ê séparés par un fossé_meule Napoleonshut_
25850;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;31;Radberg;Herbrechtingen;;4326;10.183333;48.633335;0;Oui;Sondé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Arch Ausgr 1986_ Fouille Schloss Tü _ Arch Ausgr 1982-1983;
25851;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;32;Am öchslemühlbach;Langenau;;4326;10.133333;48.633335;0;Oui;Fouillé;Multiple;-620:-531;-260:-151;Immobilier;Enceinte;;;;Non;ArchAusgrBDW1984,1985,1986, 1987;foyer_ lehmestrich
25852;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;33;siedlung;Hochdorf;;4326;8.966666;48.9;0;Oui;Fouillé;Non renseigné;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;arch ausgr bdw 1989, 1990,1991, 1998 : 103-104_ Arch inf BdW 28;bronzier, Att fig rouges : 2frag de Kylix + 4 (illp93):tessons roulés & choisis ? / balance Br,_foyer lehmestrich, pièce 38m² vide=tisserand (?), grubenhaueser auN, hab au S / foyers dans certains grubenhaueser / maison de 14x10m, semblable à celle sous Hügel Heuneburg / fibule S5=HaD1 et LTA (fig52p92)
25853;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;34;Hochdorf;Freiburg;;4326;7.8333335;48;239;Oui;Fouillé;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;$$;
25854;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;35;Ohrenberg;Kirchheim-Benzenzimmern;;4326;10.4;48.866665;494;Oui;Sondé;Multiple;-620:-531;-400:-261;Immobilier;Enceinte;;;;Non;arcgausgrBDW1989;p113 pl matos AV, vogelkopffibel, weidacherfibel, 5,5km de L'Ipf, fibules frühLT, fusszierfibel,
25855;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;36;Siebenlinden;Rottenburg;;4326;8.866667;48.466667;340;Oui;Fouillé;Multiple;-620:-531;-500:-431;Immobilier;Enceinte;;;;Non;ArchAusgrBdW1990, plan p 81_ 1998, 1999_ 2000 : 56-58 avec plan de maison;grubenhäuser=ateliers, hab=tfichterfötmige Gruben_ ) / rapport avec Lindele = manque HaC et LTC
25856;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;37;Schmiden;Fellbach;;4326;9.25;48.833332;0;Oui;Fouillé;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Fundbericht BdW 4, 1979 : 29+;
25857;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;38;Zähringer Burgberg;Gundelfingen;;4326;7.866667;48.05;456;Oui;Fouillé;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Arch ausgr BdW 1991;14C p96, passage HaC/D = 620 av
25858;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;39;Heidentor;Egesheim;;4326;8.866667;48.116665;0;Oui;Sondé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Oui;;
25859;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;40;Heidengraben;Grabenstetten;;4326;9.466666;48.516666;732;Oui;Sondé;Multiple;-500:-431;-150:-26;Immobilier;Enceinte;;;;Oui;arc ausgr bdw  1981 :77sq_ 1993 plan p 112, 1996_ Rieckhoff 351-352 -plan 351_ KBdW : 352-358_ Th. Knopf Tübinger Vereinzur Vorderung der ur und Frühgeschichtliche Arcgäologie 1-1998 : 45-60_ Arch Ausgr BdW 1998 : 107-113 plan 109;1662 ha enceint, oppidum 153ha seulement_ surface fouillée = 1,6% de ce dernier chiffre elsachstadt_service à vin (cruche_ passoire) italique_ contacts bohème_ A It décapitée
25860;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;41;Altenburg;Rheinau;;4326;8.583333;47.666668;390;Oui;Fouillé;Multiple;-260:-151;-150:-26;Immobilier;Enceinte;;;;Oui;Rieckhoff-Biel 2001 : 281-283_ arch ausgr BdW 1985 : 101-108_;318 ha_ pfostenschlitzmauer__tètes coupées dans un puits_ sanglier et taureau miniature de bronze
25861;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;42;Rudersberg;Calw;;4326;8.75;48.716667;410;Oui;Littérature;Multiple;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 226_ FBS NF 18/II, 1967 : 15;
25862;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;43;Ipf;Bopfingen;;4326;10.333333;48.883335;668;Oui;Sondé;Multiple;-725:-621;-400:-261;Immobilier;Enceinte;;;;Oui;Rieckhoff-Biel 2001 : 304-306_ Hertlein 1908_ Arch Inf BDW 1995 : 66-79_ Germania 29, 1951 : 25+_ festschrift Dehn (Marburger Beiträge zur Archäologie-Fundber aus Hessen 1) 1969 : 210+_ Arch Ausgr BdW 2000 : 70-75;3 sources dans l'enceinte_ LT ?
25864;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;45;Tarodunum;Kirchzarten;;4326;7.9666667;47.966667;440;Oui;Non renseigné;Multiple;-150:-26;-150:-26;Immobilier;Enceinte;;;;Oui;Rieckhoff 2001 : 402-403_ KBdW : 487-489;190 ha_
25865;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;46;Limberg;Sasbach;;4326;7.5833335;48.133335;273;Oui;Fouillé;Multiple;-620:-531;-150:-26;Immobilier;Enceinte;;;;Non;Rieckhoff 2001 : 460-462_ KBdW : 458-461_ arch ausgr BdW 1984 carte aechéo région du Kaiserstuhl 82-86;
25866;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;47;Ringwall Burgberg;Frankenhardt-Frankenhardt-Oberspeltach;;4326;9.983334;49.083332;530;Oui;Sondé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;KBDW 336-337_ Scwäbisches Heimatbuch 1936 : 27+;
25867;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;48;Lemberg;Stuttgart-Feuerbach;;4326;9.166667;48.75;380;Oui;Sondé;Multiple;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Goessler 1908 FBS 16, 34+_ KBdW : 479-481;
25868;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;49;Konstanz;Konstanz;;4326;9.166667;47.666668;400;Oui;Fouillé;Multiple;-150:-26;-150:-26;Immobilier;Enceinte;;;;Non;arch ausgr BdW 1984 : 76-78_ Germania 11, 1927-1928 : 118+_;
25869;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;50;Altoberndorf;Oberndorf;;4326;8.583333;48.266666;610;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 224_ FBS NF7 - 1930-33 : 27;
25870;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;51;Bleichstetten;Würtingen-Bleichstetten;;4326;9.35;48.466667;760;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 225_ FBS NF 4, 1926-28: 43_ 1928-30 : 38;
25871;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;52;Calverbühl;Dettingen;;4326;9.283334;48.533333;509;Oui;Sondé;Continue;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 :  227;source_ habitat isolé de 50m²
25872;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;53;Katzenbuckel;Ebingen;;4326;9.033334;48.216667;940;Oui;Littérature;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 232;
25873;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;54;Oberburg;Egesheim;;4326;8.85;48.1;925;Oui;Littérature;Non renseigné;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 238_ FBS NF 16,1962 : 232;source
25874;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;55;Lehenbühl;Fridingen;;4326;8.916667;48.033333;705;Oui;Littérature;Multiple;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 238-239 + pl 8-30_ FbaBdW 1,1974 : 82+;
25875;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;56;Rossberg;Gönningen;;4326;9.15;48.416668;869;Oui;Sondé;Multiple;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 247 + pl 31-37_ FBS NF 11, 1938-51 : 36;
25876;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;57;Hackberg;Gomadingen;;4326;9.4;48.4;762;Oui;Sondé;Continue;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 252 + pl 38-42;habitat isolé
25877;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;58;Lemberg;Gosheim;;4326;8.75;48.15;1015;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 254_ FBS NF 2, 1922-24 : 19;source
25878;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;59;Kielbein;Hülben;;4326;9.366667;48.516666;720;Oui;Fouillé;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 280_ FBS NF 5 1928-30 :41;
25879;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;60;Amalienfels;Inzigkofen;;4326;9.133333;48.083332;620;Oui;Littérature;Multiple;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 285 + pl 107_ Fundber BdW 2, 1975 : 81;
25880;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;61;Lenensburg;Kressbronn;;4326;9.616667;47.583332;502;Oui;Fouillé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 287 + pl 108-112_ FBS 21, 1913 : 32sq$$;p-ê médiéval ?
25881;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;62;Schalksburg;Laufen an der Eyach;;4326;8.883333;48.25;909;Oui;Littérature;Multiple;-725:-621;-150:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 294 + pl113-117_ Fundber BdW 2, 1975 : 71 sq$$;
25882;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;63;Bussen;Offingen;;4326;9.533334;48.016666;766;Oui;Sondé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 309 + pl 131_ Fundber. BdW 2, 1975 : 84;
25883;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;64;Schollerandebühl;Onstmettingen;;4326;9;48.333332;945;Oui;Littérature;Multiple;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 310;
